------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File         Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
  322 |  1 asmdemo.s     67 | Empty       | 11 |         |    0 | 00/0E25               | headerOK                                           
  323 |  1 asmdemo.s     68 | Macro       | 11 |         |    0 | 00/0E25               |                      GP_call  {1};0                ; go dhgr
  324 |  1 asmdemo.s     68 | Code        | 11 |         |    3 | 00/0E25 : 20 00 40    |                      jsr      {$4000}              ; graphic primitives only entry point
  325 |  1 asmdemo.s     68 | Data        | 11 |         |    1 | 00/0E28 : 01          |                      dfb      {1}                  ; command ID (1 byte)
  326 |  1 asmdemo.s     68 | Data        | 11 |         |    2 | 00/0E29 : 00 00       |                      da       0                    ; address of parameter(s) (2 bytes), 0 if no paramter
  327 |  1 asmdemo.s     69 | Macro       | 11 |         |    0 | 00/0E2B               |                      GP_call  {{{1}+1}+1};MyPort   
  328 |  1 asmdemo.s     69 | Code        | 11 |         |    3 | 00/0E2B : 20 00 40    |                      jsr      {$4000}              ; graphic primitives only entry point
  329 |  1 asmdemo.s     69 | Data        | 11 |         |    1 | 00/0E2E : 03          |                      dfb      {{{1}+1}+1}          ; command ID (1 byte)
  330 |  1 asmdemo.s     69 | Data        | 11 |         |    2 | 00/0E2F : 2E 13       |                      da       MyPort               ; address of parameter(s) (2 bytes), 0 if no paramter
  331 |  1 asmdemo.s     70 | Macro       | 11 |         |    0 | 00/0E31               |                      GP_call  {{{{1}+1}+1}+1};MyPort
  332 |  1 asmdemo.s     70 | Code        | 11 |         |    3 | 00/0E31 : 20 00 40    |                      jsr      {$4000}              ; graphic primitives only entry point
  333 |  1 asmdemo.s     70 | Data        | 11 |         |    1 | 00/0E34 : 04          |                      dfb      {{{{1}+1}+1}+1}      ; command ID (1 byte)
  334 |  1 asmdemo.s     70 | Data        | 11 |         |    2 | 00/0E35 : 2E 13       |                      da       MyPort               ; address of parameter(s) (2 bytes), 0 if no paramter
  335 |  1 asmdemo.s     71 | Comment     | 11 |         |    0 | 00/0E37               | *<sym>
  336 |  1 asmdemo.s     72 | Empty       | 11 |         |    0 | 00/0E37               | startimage                                         
  337 |  1 asmdemo.s     73 | Code        | 11 |         |    3 | 00/0E37 : 20 9B 0F    |                      jsr      Doimg                ; display image
  338 |  1 asmdemo.s     74 | Comment     | 11 |         |    0 | 00/0E3A               |                 ;jsr DoPaint
  339 |  1 asmdemo.s     75 | Code        | 11 |         |    2 | 00/0E3A : A9 00       |                      lda      #0                   ; init quif flag
  340 |  1 asmdemo.s     76 | Code        | 11 |         |    3 | 00/0E3C : 8D 38 0F    |                      sta      quitflag             
  341 |  1 asmdemo.s     77 | Code        | 11 |         |    3 | 00/0E3F : 20 DC 11    |                      jsr      WaitForKeyPress      ;
  342 |  1 asmdemo.s     78 | Code        | 11 |         |    3 | 00/0E42 : 20 FC 10    |                      jsr      DoKey                ; process key
  343 |  1 asmdemo.s     79 | Code        | 11 |         |    3 | 00/0E45 : AD 38 0F    |                      lda      quitflag             ; test quit flage
  344 |  1 asmdemo.s     80 | Code        | 11 |         |    2 | 00/0E48 : F0 ED       |                      beq      startimage           ; if 0, loop
  345 |  1 asmdemo.s     81 | Code        | 11 |         |    3 | 00/0E4A : 20 80 14    |                      jsr      DoTextScreen         ; else set text screen
  346 |  1 asmdemo.s     82 | Code        | 11 |         |    1 | 00/0E4D : 60          |                      rts                           ; END OF PROGRAM (without error)
  347 |  1 asmdemo.s     83 | Comment     | 11 |         |    0 | 00/0E4E               | *
  348 |  1 asmdemo.s     84 | Comment     | 11 |         |    0 | 00/0E4E               | *********************************************************************
  349 |  1 asmdemo.s     85 | Comment     | 11 |         |    0 | 00/0E4E               | *
  350 |  1 asmdemo.s     86 | Comment     | 11 |         |    0 | 00/0E4E               | *<sym>
  351 |  1 asmdemo.s     87 | Empty       | 11 |         |    0 | 00/0E4E               | DoHeader                                           
  352 |  1 asmdemo.s     88 | Comment     | 11 |         |    0 | 00/0E4E               | * check image specs.
  353 |  1 asmdemo.s     89 | Code        | 11 |         |    3 | 00/0E4E : 20 F2 0E    |                      jsr      TestSignature        ; test BMP signature
  354 |  1 asmdemo.s     90 | Code        | 11 |         |    2 | 00/0E51 : 90 01       |                      bcc      oksign               ; exit on error if carry set
  355 |  1 asmdemo.s     91 | Code        | 11 |         |    1 | 00/0E53 : 60          |                      rts                           
  356 |  1 asmdemo.s     92 | Comment     | 11 |         |    0 | 00/0E54               | *<sym>
  357 |  1 asmdemo.s     93 | Empty       | 11 |         |    0 | 00/0E54               | oksign                                             
  358 |  1 asmdemo.s     94 | Comment     | 11 |         |    0 | 00/0E54               | * get file length
  359 |  1 asmdemo.s     95 | Code        | 11 |         |    2 | 00/0E54 : A2 02       |                      ldx      #2                   ; offset to file length in BMP header
  360 |  1 asmdemo.s     96 | Code        | 11 |         |    3 | 00/0E56 : BD 00 60    |                      lda      {$6000},x            
  361 |  1 asmdemo.s     97 | Code        | 11 |         |    3 | 00/0E59 : 8D E8 0E    |                      sta      filelen              
  362 |  1 asmdemo.s     98 | Code        | 11 |         |    1 | 00/0E5C : E8          |                      inx                           
  363 |  1 asmdemo.s     99 | Code        | 11 |         |    3 | 00/0E5D : BD 00 60    |                      lda      {$6000},x            
  364 |  1 asmdemo.s    100 | Code        | 11 |         |    3 | 00/0E60 : 8D E9 0E    |                      sta      filelen+1            
  365 |  1 asmdemo.s    101 | Comment     | 11 |         |    0 | 00/0E63               | * check file length
  366 |  1 asmdemo.s    102 | Code        | 11 |         |    3 | 00/0E63 : AD E9 0E    |                      lda      filelen+1            
  367 |  1 asmdemo.s    103 | Code        | 11 |         |    2 | 00/0E66 : C9 20       |                      cmp      #>{$2000}            
  368 |  1 asmdemo.s    104 | Code        | 11 |         |    2 | 00/0E68 : D0 05       |                      bne      ozunid_1             
  369 |  1 asmdemo.s    105 | Code        | 11 |         |    3 | 00/0E6A : AD E8 0E    |                      lda      filelen              
  370 |  1 asmdemo.s    106 | Code        | 11 |         |    2 | 00/0E6D : C9 00       |                      cmp      #<{$2000}            
  371 |  1 asmdemo.s    107 | Code        | 11 |         |    2 | 00/0E6F : 90 06       | ozunid_1             bcc      lower                
  372 |  1 asmdemo.s    108 | Code        | 11 |         |    2 | 00/0E71 : D0 02       |                      bne      higher               
  373 |  1 asmdemo.s    109 | Code        | 11 |         |    2 | 00/0E73 : F0 02       |                      beq      samelength           
  374 |  1 asmdemo.s    110 | Comment     | 11 |         |    0 | 00/0E75               | *<sym>
  375 |  1 asmdemo.s    111 | Empty       | 11 |         |    0 | 00/0E75               | higher                                             
  376 |  1 asmdemo.s    112 | Code        | 11 |         |    1 | 00/0E75 : 38          |                      sec                           ; size is too big
  377 |  1 asmdemo.s    113 | Code        | 11 |         |    1 | 00/0E76 : 60          |                      rts                           
  378 |  1 asmdemo.s    114 | Comment     | 11 |         |    0 | 00/0E77               | *<sym>
  379 |  1 asmdemo.s    115 | Empty       | 11 |         |    0 | 00/0E77               | samelength                                         ; file length = max : OK
  380 |  1 asmdemo.s    116 | Comment     | 11 |         |    0 | 00/0E77               | *<sym>
  381 |  1 asmdemo.s    117 | Empty       | 11 |         |    0 | 00/0E77               | lower                                              ; file length < max : OK
  382 |  1 asmdemo.s    118 | Code        | 11 |         |    2 | 00/0E77 : A2 12       |                      ldx      #$12                 ; get image width in BMP header
  383 |  1 asmdemo.s    119 | Code        | 11 |         |    3 | 00/0E79 : BD 00 60    |                      lda      {$6000},x            
  384 |  1 asmdemo.s    120 | Code        | 11 |         |    3 | 00/0E7C : 8D EA 0E    |                      sta      hdef                 
  385 |  1 asmdemo.s    121 | Code        | 11 |         |    1 | 00/0E7F : E8          |                      inx                           
  386 |  1 asmdemo.s    122 | Code        | 11 |         |    3 | 00/0E80 : BD 00 60    |                      lda      {$6000},x            
  387 |  1 asmdemo.s    123 | Code        | 11 |         |    3 | 00/0E83 : 8D EB 0E    |                      sta      hdef+1               
  388 |  1 asmdemo.s    124 | Code        | 11 |         |    2 | 00/0E86 : A2 16       |                      ldx      #$16                 ; get image height in BMP header
  389 |  1 asmdemo.s    125 | Code        | 11 |         |    3 | 00/0E88 : BD 00 60    |                      lda      {$6000},x            
  390 |  1 asmdemo.s    126 | Code        | 11 |         |    3 | 00/0E8B : 8D EC 0E    |                      sta      vdef                 
  391 |  1 asmdemo.s    127 | Code        | 11 |         |    1 | 00/0E8E : E8          |                      inx                           
  392 |  1 asmdemo.s    128 | Code        | 11 |         |    3 | 00/0E8F : BD 00 60    |                      lda      {$6000},x            
  393 |  1 asmdemo.s    129 | Code        | 11 |         |    3 | 00/0E92 : 8D ED 0E    |                      sta      vdef+1               
  394 |  1 asmdemo.s    130 | Empty       | 11 |         |    0 | 00/0E95               |                                                    
  395 |  1 asmdemo.s    131 | Code        | 11 |         |    3 | 00/0E95 : AD EB 0E    |                      lda      hdef+1               ; width must be <= maxwidth
  396 |  1 asmdemo.s    132 | Empty       | 11 |         |    0 | 00/0E98               |                                                    
  397 |  1 asmdemo.s    133 | Code        | 11 |         |    2 | 00/0E98 : C9 01       |                      cmp      #>{280}              
  398 |  1 asmdemo.s    134 | Code        | 11 |         |    2 | 00/0E9A : D0 05       |                      bne      ozunid_2             
  399 |  1 asmdemo.s    135 | Code        | 11 |         |    3 | 00/0E9C : AD EA 0E    |                      lda      hdef                 
  400 |  1 asmdemo.s    136 | Code        | 11 |         |    2 | 00/0E9F : C9 18       |                      cmp      #<{280}              
  401 |  1 asmdemo.s    137 | Code        | 11 |         |    2 | 00/0EA1 : 90 06       | ozunid_2             bcc      goodw                
  402 |  1 asmdemo.s    138 | Code        | 11 |         |    2 | 00/0EA3 : D0 02       |                      bne      badw                 
  403 |  1 asmdemo.s    139 | Code        | 11 |         |    2 | 00/0EA5 : F0 02       |                      beq      goodw                
  404 |  1 asmdemo.s    140 | Comment     | 11 |         |    0 | 00/0EA7               | *<sym>
  405 |  1 asmdemo.s    141 | Empty       | 11 |         |    0 | 00/0EA7               | badw                                               
  406 |  1 asmdemo.s    142 | Code        | 11 |         |    1 | 00/0EA7 : 38          |                      sec                           ; width is too large
  407 |  1 asmdemo.s    143 | Code        | 11 |         |    1 | 00/0EA8 : 60          |                      rts                           
  408 |  1 asmdemo.s    144 | Comment     | 11 |         |    0 | 00/0EA9               | *<sym>
  409 |  1 asmdemo.s    145 | Empty       | 11 |         |    0 | 00/0EA9               | goodw                                              
  410 |  1 asmdemo.s    146 | Code        | 11 |         |    3 | 00/0EA9 : AD ED 0E    |                      lda      vdef+1               ; height must be <= maxheight
  411 |  1 asmdemo.s    147 | Code        | 11 |         |    2 | 00/0EAC : C9 00       |                      cmp      #>{192}              
  412 |  1 asmdemo.s    148 | Code        | 11 |         |    2 | 00/0EAE : D0 05       |                      bne      ozunid_3             
  413 |  1 asmdemo.s    149 | Code        | 11 |         |    3 | 00/0EB0 : AD EC 0E    |                      lda      vdef                 
  414 |  1 asmdemo.s    150 | Code        | 11 |         |    2 | 00/0EB3 : C9 C0       |                      cmp      #<{192}              
  415 |  1 asmdemo.s    151 | Code        | 11 |         |    2 | 00/0EB5 : 90 04       | ozunid_3             bcc      goodh                
  416 |  1 asmdemo.s    152 | Code        | 11 |         |    2 | 00/0EB7 : D0 EE       |                      bne      badw                 
  417 |  1 asmdemo.s    153 | Code        | 11 |         |    2 | 00/0EB9 : F0 00       |                      beq      goodh                
  418 |  1 asmdemo.s    154 | Comment     | 11 |         |    0 | 00/0EBB               | *<sym>
  419 |  1 asmdemo.s    155 | Empty       | 11 |         |    0 | 00/0EBB               | goodh                                              
  420 |  1 asmdemo.s    156 | Code        | 11 |         |    2 | 00/0EBB : A2 1C       |                      ldx      #$1C                 ; offset to image depth (# of bits per pixel)
  421 |  1 asmdemo.s    157 | Code        | 11 |         |    3 | 00/0EBD : BD 00 60    |                      lda      {$6000},x            ; get value
  422 |  1 asmdemo.s    158 | Code        | 11 |         |    2 | 00/0EC0 : C9 01       |                      cmp      #1                   ; must be 1
  423 |  1 asmdemo.s    159 | Code        | 11 |         |    2 | 00/0EC2 : F0 02       |                      beq      gooddepth            
  424 |  1 asmdemo.s    160 | Code        | 11 |         |    1 | 00/0EC4 : 38          |                      sec                           ; <> 1 bit per pixel
  425 |  1 asmdemo.s    161 | Code        | 11 |         |    1 | 00/0EC5 : 60          |                      rts                           
  426 |  1 asmdemo.s    162 | Comment     | 11 |         |    0 | 00/0EC6               | *<sym>
  427 |  1 asmdemo.s    163 | Empty       | 11 |         |    0 | 00/0EC6               | gooddepth                                          
  428 |  1 asmdemo.s    164 | Code        | 11 |         |    2 | 00/0EC6 : A2 0A       |                      ldx      #$A                  ; get image offset in BMP header
  429 |  1 asmdemo.s    165 | Comment     | 11 |         |    0 | 00/0EC8               |                                         ; image data start @ bmp+imgoffset
  430 |  1 asmdemo.s    166 | Code        | 11 |         |    3 | 00/0EC8 : BD 00 60    |                      lda      {$6000},x            
  431 |  1 asmdemo.s    167 | Code        | 11 |         |    3 | 00/0ECB : 8D EE 0E    |                      sta      imgoffset            
  432 |  1 asmdemo.s    168 | Code        | 11 |         |    1 | 00/0ECE : E8          |                      inx                           
  433 |  1 asmdemo.s    169 | Code        | 11 |         |    3 | 00/0ECF : BD 00 60    |                      lda      {$6000},x            
  434 |  1 asmdemo.s    170 | Code        | 11 |         |    3 | 00/0ED2 : 8D EF 0E    |                      sta      imgoffset+1          
  435 |  1 asmdemo.s    171 | Empty       | 11 |         |    0 | 00/0ED5               |                                                    
  436 |  1 asmdemo.s    172 | Code        | 11 |         |    2 | 00/0ED5 : A9 00       |                      lda      #<{$6000}            ; set pointer to beginning of image data
  437 |  1 asmdemo.s    173 | Code        | 11 |         |    1 | 00/0ED7 : 18          |                      clc                           
  438 |  1 asmdemo.s    174 | Code        | 11 |         |    3 | 00/0ED8 : 6D EE 0E    |                      adc      imgoffset            
  439 |  1 asmdemo.s    175 | Code        | 11 |         |    3 | 00/0EDB : 8D F0 0E    |                      sta      imgdata              
  440 |  1 asmdemo.s    176 | Code        | 11 |         |    2 | 00/0EDE : A9 60       |                      lda      #>{$6000}            
  441 |  1 asmdemo.s    177 | Code        | 11 |         |    3 | 00/0EE0 : 6D EF 0E    |                      adc      imgoffset+1          
  442 |  1 asmdemo.s    178 | Code        | 11 |         |    3 | 00/0EE3 : 8D F1 0E    |                      sta      imgdata+1            
  443 |  1 asmdemo.s    179 | Code        | 11 |         |    1 | 00/0EE6 : 18          |                      clc                           
  444 |  1 asmdemo.s    180 | Code        | 11 |         |    1 | 00/0EE7 : 60          |                      rts                           
  445 |  1 asmdemo.s    181 | Comment     | 11 |         |    0 | 00/0EE8               | *<sym>
  446 |  1 asmdemo.s    182 | Data        | 11 |         |    2 | 00/0EE8 : 00 00       | filelen              ds       2                    
  447 |  1 asmdemo.s    183 | Comment     | 11 |         |    0 | 00/0EEA               | *<syme>
  448 |  1 asmdemo.s    184 | Equivalence | 11 |         |    0 | 00/0EEA               | maxlen               equ      $2000                ; 8 k for image (between $6000 and $7FFF)
  449 |  1 asmdemo.s    185 | Comment     | 11 |         |    0 | 00/0EEA               | *<syme>
  450 |  1 asmdemo.s    186 | Equivalence | 11 |         |    0 | 00/0EEA               | maxwidth             equ      280                  ; = 560 / 2 (each pixel is doubled in width)
  451 |  1 asmdemo.s    187 | Comment     | 11 |         |    0 | 00/0EEA               | *<syme>
  452 |  1 asmdemo.s    188 | Equivalence | 11 |         |    0 | 00/0EEA               | maxheight            equ      192                  ; screen height in pixels
  453 |  1 asmdemo.s    189 | Comment     | 11 |         |    0 | 00/0EEA               | *<sym>
  454 |  1 asmdemo.s    190 | Data        | 11 |         |    2 | 00/0EEA : 00 00       | hdef                 ds       2                    ; image width
  455 |  1 asmdemo.s    191 | Comment     | 11 |         |    0 | 00/0EEC               | *<sym>
  456 |  1 asmdemo.s    192 | Data        | 11 |         |    2 | 00/0EEC : 00 00       | vdef                 ds       2                    ; image height
  457 |  1 asmdemo.s    193 | Comment     | 11 |         |    0 | 00/0EEE               | *<sym>
  458 |  1 asmdemo.s    194 | Data        | 11 |         |    2 | 00/0EEE : 00 00       | imgoffset            ds       2                    ; offset to image data (over BMP header)
  459 |  1 asmdemo.s    195 | Comment     | 11 |         |    0 | 00/0EF0               | *<sym>
  460 |  1 asmdemo.s    196 | Empty       | 11 |         |    0 | 00/0EF0               | imgdata                                            
  461 |  1 asmdemo.s    197 | Data        | 11 |         |    2 | 00/0EF0 : 00 00       |                      ds       2                    ; address of image data
  462 |  1 asmdemo.s    198 | Comment     | 11 |         |    0 | 00/0EF2               | *
  463 |  1 asmdemo.s    199 | Comment     | 11 |         |    0 | 00/0EF2               | *
  464 |  1 asmdemo.s    200 | Comment     | 11 |         |    0 | 00/0EF2               | *<sym>
  465 |  1 asmdemo.s    201 | Empty       | 11 |         |    0 | 00/0EF2               | TestSignature                                      
  466 |  1 asmdemo.s    202 | Code        | 11 |         |    3 | 00/0EF2 : AD 00 60    |                      lda      {$6000}              ; test signature
  467 |  1 asmdemo.s    203 | Code        | 11 |         |    2 | 00/0EF5 : C9 42       |                      cmp      #'B'                 
  468 |  1 asmdemo.s    204 | Code        | 11 |         |    2 | 00/0EF7 : D0 07       |                      bne      errSign              
  469 |  1 asmdemo.s    205 | Code        | 11 |         |    3 | 00/0EF9 : AD 01 60    |                      lda      {$6000}+1            
  470 |  1 asmdemo.s    206 | Code        | 11 |         |    2 | 00/0EFC : C9 4D       |                      cmp      #'M'                 
  471 |  1 asmdemo.s    207 | Code        | 11 |         |    2 | 00/0EFE : F0 02       |                      beq      signatureOK          
  472 |  1 asmdemo.s    208 | Comment     | 11 |         |    0 | 00/0F00               | *<sym>
  473 |  1 asmdemo.s    209 | Code        | 11 |         |    1 | 00/0F00 : 38          | errSign              sec                           
  474 |  1 asmdemo.s    210 | Code        | 11 |         |    1 | 00/0F01 : 60          |                      rts                           
  475 |  1 asmdemo.s    211 | Comment     | 11 |         |    0 | 00/0F02               | *<sym>
  476 |  1 asmdemo.s    212 | Code        | 11 |         |    1 | 00/0F02 : 18          | signatureOK          clc                           
  477 |  1 asmdemo.s    213 | Code        | 11 |         |    1 | 00/0F03 : 60          |                      rts                           
  478 |  1 asmdemo.s    214 | Empty       | 11 |         |    0 | 00/0F04               |                                                    
  479 |  1 asmdemo.s    215 | Comment     | 11 |         |    0 | 00/0F04               | * * * * Exit with an error * * * * 
  480 |  1 asmdemo.s    216 | Comment     | 11 |         |    0 | 00/0F04               | *<sym>
  481 |  1 asmdemo.s    217 | Code        | 11 |         |    3 | 00/0F04 : 20 80 14    | dataerr              jsr      DoTextScreen         ; bad signature
  482 |  1 asmdemo.s    218 | Code        | 11 |         |    2 | 00/0F07 : A2 00       |                      ldx      #0                   
  483 |  1 asmdemo.s    219 | Comment     | 11 |         |    0 | 00/0F09               | *<sym>
  484 |  1 asmdemo.s    220 | Code        | 11 |         |    3 | 00/0F09 : BD 19 0F    | printchar            lda      errmsg,x             
  485 |  1 asmdemo.s    221 | Code        | 11 |         |    2 | 00/0F0C : F0 07       |                      beq      errend               
  486 |  1 asmdemo.s    222 | Code        | 11 |         |    3 | 00/0F0E : 20 ED FD    |                      jsr      {$FDED}              
  487 |  1 asmdemo.s    223 | Code        | 11 |         |    1 | 00/0F11 : E8          |                      inx                           
  488 |  1 asmdemo.s    224 | Code        | 11 |         |    3 | 00/0F12 : 4C 09 0F    |                      jmp      printchar            
  489 |  1 asmdemo.s    225 | Comment     | 11 |         |    0 | 00/0F15               | *<sym>
  490 |  1 asmdemo.s    226 | Code        | 11 |         |    3 | 00/0F15 : 20 8E FD    | errend               jsr      {$FD8E}              
  491 |  1 asmdemo.s    227 | Code        | 11 |         |    1 | 00/0F18 : 60          |                      rts                           
  492 |  1 asmdemo.s    228 | Comment     | 11 |         |    0 | 00/0F19               | * * * * * * * * * * * * * * * * *
  493 |  1 asmdemo.s    229 | Empty       | 11 |         |    0 | 00/0F19               |                                                    
  494 |  1 asmdemo.s    230 | Comment     | 11 |         |    0 | 00/0F19               | *<sym>
  495 |  1 asmdemo.s    231 | Data        | 11 |         |    7 | 00/0F19 : C5 F2 F2 EF | errmsg               asc      "Error !"            
      |                     |             |    |         |      |           F2 A0 A1    |
  496 |  1 asmdemo.s    232 | Data        | 11 |         |    1 | 00/0F20 : 00          |                      dfb      0                    
  497 |  1 asmdemo.s    233 | Comment     | 11 |         |    0 | 00/0F21               | *
  498 |  1 asmdemo.s    234 | Comment     | 11 |         |    0 | 00/0F21               | * Doimg
  499 |  1 asmdemo.s    235 | Comment     | 11 |         |    0 | 00/0F21               | * lopp on each line
  500 |  1 asmdemo.s    236 | Comment     | 11 |         |    0 | 00/0F21               | * loop on a line (lopp length = hdef bytes / 8) => calculte loop length 
  501 |  1 asmdemo.s    237 | Comment     | 11 |         |    0 | 00/0F21               | * needs : pointer to inputbyte
  502 |  1 asmdemo.s    238 | Comment     | 11 |         |    0 | 00/0F21               | * init pointer to imgdata
  503 |  1 asmdemo.s    239 | Empty       | 11 |         |    0 | 00/0F21               |                                                    
  504 |  1 asmdemo.s    240 | Comment     | 11 |         |    0 | 00/0F21               | * for i = 1 to loop length
  505 |  1 asmdemo.s    241 | Comment     | 11 |         |    0 | 00/0F21               | * for each byte :
  506 |  1 asmdemo.s    242 | Comment     | 11 |         |    0 | 00/0F21               | * loop 8 time (or less if end of line occurs before 8)
  507 |  1 asmdemo.s    243 | Comment     | 11 |         |    0 | 00/0F21               | * get next bit by shifting left in C
  508 |  1 asmdemo.s    244 | Comment     | 11 |         |    0 | 00/0F21               | * poke bit in output byte : need bitcounter
  509 |  1 asmdemo.s    245 | Comment     | 11 |         |    0 | 00/0F21               | * if C = 0 : x = bitcounter; lda output byte ; and tableZero ; sta output byte
  510 |  1 asmdemo.s    246 | Comment     | 11 |         |    0 | 00/0F21               | * if C = 1 : x = bitcounter; lda tableZero,x ; eor $ff ; and output byte ; sta output byte
  511 |  1 asmdemo.s    247 | Comment     | 11 |         |    0 | 00/0F21               | * inc bitcounter ; cmp #7 ; bne loop else { next output byte, bitcounter = 0}
  512 |  1 asmdemo.s    248 | Comment     | 11 |         |    0 | 00/0F21               | * Draw line using PaintBits function in graphic primitives package
  513 |  1 asmdemo.s    249 | Comment     | 11 |         |    0 | 00/0F21               | * next line
  514 |  1 asmdemo.s    250 | Comment     | 11 |         |    0 | 00/0F21               | * check for last line
  515 |  1 asmdemo.s    251 | Comment     | 11 |         |    0 | 00/0F21               | *
  516 |  1 asmdemo.s    252 | Comment     | 11 |         |    0 | 00/0F21               | * vars :
  517 |  1 asmdemo.s    253 | Comment     | 11 |         |    0 | 00/0F21               | *<sym>
  518 |  1 asmdemo.s    254 | Data        | 11 |         |    1 | 00/0F21 : 00          | lineCnt              ds       1                    ; current # of lines
  519 |  1 asmdemo.s    255 | Comment     | 11 |         |    0 | 00/0F22               | *<sym>
  520 |  1 asmdemo.s    256 | Data        | 11 |         |    1 | 00/0F22 : 00          | inputBitPos          ds       1                    ; current position in input byte (0 to 7)
  521 |  1 asmdemo.s    257 | Comment     | 11 |         |    0 | 00/0F23               | *<sym>
  522 |  1 asmdemo.s    258 | Data        | 11 |         |    2 | 00/0F23 : 00 00       | inputBitCnt          ds       2                    ; current # of input byte (0 to hdef - 1)
  523 |  1 asmdemo.s    259 | Comment     | 11 |         |    0 | 00/0F25               | *<sym>
  524 |  1 asmdemo.s    260 | Data        | 11 |         |    1 | 00/0F25 : 00          | outputBitPos         ds       1                    ; current position in ouput byte (0 to 6)
  525 |  1 asmdemo.s    261 | Comment     | 11 |         |    0 | 00/0F26               | *<sym>
  526 |  1 asmdemo.s    262 | Data        | 11 |         |    1 | 00/0F26 : 00          | inbyte               ds       1                    ; save input byte
  527 |  1 asmdemo.s    263 | Comment     | 11 |         |    0 | 00/0F27               | *<sym>
  528 |  1 asmdemo.s    264 | Data        | 11 |         |    1 | 00/0F27 : 00          | inputByteCnt         ds       1                    ; counts # of input byte in a line
  529 |  1 asmdemo.s    265 | Comment     | 11 |         |    0 | 00/0F28               | *<sym>
  530 |  1 asmdemo.s    266 | Empty       | 11 |         |    0 | 00/0F28               | tableZero                                          
  531 |  1 asmdemo.s    267 | Data        | 11 |         |    1 | 00/0F28 : FE          |                      db       %11111110            
  532 |  1 asmdemo.s    268 | Data        | 11 |         |    1 | 00/0F29 : FD          |                      db       %11111101            
  533 |  1 asmdemo.s    269 | Data        | 11 |         |    1 | 00/0F2A : FB          |                      db       %11111011            
  534 |  1 asmdemo.s    270 | Data        | 11 |         |    1 | 00/0F2B : F7          |                      db       %11110111            
  535 |  1 asmdemo.s    271 | Data        | 11 |         |    1 | 00/0F2C : EF          |                      db       %11101111            
  536 |  1 asmdemo.s    272 | Data        | 11 |         |    1 | 00/0F2D : DF          |                      db       %11011111            
  537 |  1 asmdemo.s    273 | Data        | 11 |         |    1 | 00/0F2E : BF          |                      db       %10111111            
  538 |  1 asmdemo.s    274 | Comment     | 11 |         |    0 | 00/0F2F               | *<sym>
  539 |  1 asmdemo.s    275 | Data        | 11 |         |    7 | 00/0F2F : 00 00 00 00 | tableOne             ds       7                    
      |                     |             |    |         |      |           00 00 00    |
  540 |  1 asmdemo.s    276 | Comment     | 11 |         |    0 | 00/0F36               | *<sym>
  541 |  1 asmdemo.s    277 | Data        | 11 |         |    1 | 00/0F36 : 00          | bitmapwidth          ds       1                    
  542 |  1 asmdemo.s    278 | Comment     | 11 |         |    0 | 00/0F37               | *<sym>
  543 |  1 asmdemo.s    279 | Data        | 11 |         |    1 | 00/0F37 : 01          | flipflop             db       1                    ; used to double pixels horizontally
  544 |  1 asmdemo.s    280 | Comment     | 11 |         |    0 | 00/0F38               | *<sym>
  545 |  1 asmdemo.s    281 | Data        | 11 |         |    1 | 00/0F38 : 00          | quitflag             ds       1                    ; to ckeck if user press escape key
  546 |  1 asmdemo.s    282 | Empty       | 11 |         |    0 | 00/0F39               |                                                    
  547 |  1 asmdemo.s    283 | Comment     | 11 |         |    0 | 00/0F39               | ******** line grafport ********
  548 |  1 asmdemo.s    284 | Comment     | 11 |         |    0 | 00/0F39               | *<sym>
  549 |  1 asmdemo.s    285 | Data        | 11 |         |    4 | 00/0F39 : 00 00 00 00 | imageLine            dw       0,0                  ; view location on current port
  550 |  1 asmdemo.s    286 | Comment     | 11 |         |    0 | 00/0F3D               | *<sym>
  551 |  1 asmdemo.s    287 | Data        | 11 |         |    2 | 00/0F3D : 49 0F       | imfbits              dw       outbuff              ; bitmap pointer
  552 |  1 asmdemo.s    288 | Comment     | 11 |         |    0 | 00/0F3F               | *<sym>
  553 |  1 asmdemo.s    289 | Data        | 11 |         |    2 | 00/0F3F : 00 00       | imgw                 dw       0                    ; width of bitmap
  554 |  1 asmdemo.s    290 | Comment     | 11 |         |    0 | 00/0F41               | *<sym>
  555 |  1 asmdemo.s    291 | Data        | 11 |         |    8 | 00/0F41 : 00 00 00 00 | clipr                dw       0,0,0,0              ; clip rectangle
      |                     |             |    |         |      |           00 00 00 00 |
  556 |  1 asmdemo.s    292 | Comment     | 11 |         |    0 | 00/0F49               | *<sym>
  557 |  1 asmdemo.s    293 | Data        | 11 |         |   80 | 00/0F49 : 00 00 00 00 | outbuff              ds       80                   
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
      |                     |             |    |         |      |           00 00 00 00 |
